#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#### GAME RULES #####

RR_religion_cosmopolitan_syncretic_synergy_vassal_decision;Adopt Cosmopolitan Religious Sympathy;Adoptez la sympathie religieuse cosmopolite;Kosmopolitische religiöse Sympathie annehmen;;Adoptar la simpatía religiosa cosmopolita;;;;;;;;;x

RR_religion_cosmopolitan_syncretic_synergy_vassal_decision_desc;There is no reason for any religious tensions between me and my liege.;Il n'y a pas de raison de tensions religieuses entre moi et mon suzerain.;Es gibt keinen Grund für religiöse Spannungen zwischen mir und meinem Lehnsherrn.;;No hay ninguna razón para que haya tensiones religiosas entre mi señor y yo.;;;;;;;;;x

RR_religion_replace_high_priest;Replace Religious Head;Remplacer le chef religieux;Religiösen Oberhaupt ersetzen;;Reemplazar el líder espiritual;;;;;;;;;x

RR_religion_replace_high_priest_desc;You can use your authority to force [Root.GetFirstNameWithNick] to step down as [Root.GetTitle] and let another priest take over all [Root.GetHerHis] titles.;Vous pouvez utiliser votre autorité pour forcer [Root.GetFirstNameWithNick] à démissionner en tant que [Root.GetTitle] et à laisser un autre prêtre prendre en charge tous ses titres.;Sie können Ihre Autorität verwenden, um [Root.GetFirstNameWithNick] zu zwingen, als [Root.GetTitle] zurückzutreten und einen anderen Priester alle [Root.GetHerHis] Titel übernehmen zu lassen.;;Puedes usar tu autoridad para forzar a [Root.GetFirstNameWithNick] a renunciar como [Root.GetTitle] y dejar que otro sacerdote tome todos sus títulos;;;;;;;;;x

RR_tooltip_replace_high_priest;§GRulers can force the religious head to abdicate§!;§GLes dirigeants peuvent forcer le chef religieux à abdiquer§!;§GHerrscher können das religiöse Oberhaupt zum abdizieren zwingen§!;;§GLos gobernantes pueden forzar al líder espiritual a abdicar§!;;;;;;;;;x


#### SYNERGY FEATURES #####

RR_tooltip_synergy_cosmopolitan_syncretic;§GSynergy: vassals who follow a different religion can become sympathetic towards the religion of their liege §!;§GSynergie: les vassaux qui suivent une religion différente peuvent devenir sympathiques envers la religion de leur liege§!;§GSynergie: Vasallen, die einer anderen Religion folgen, können Sympathie für die Religion ihres Lehnsherren bekommen§!;;§GSinergia: los vasallos que siguen una religión diferente pueden llegar a simpatizar con la religión de su señor§!;;;;;;;;;x


#### OPINION FEATURES #####

RR_godking_opinion_effect_male;High God;Dieu suprême;Hoher Gott;;Dios superior;;;;;;;;;x
RR_godking_opinion_effect_female;High Goddess;Déesse suprême;Hohe Göttin;;Diosa suprema;;;;;;;;;x

religion_cosmopolitan_feature;Rulers can gain Sympathy towards another religious group;Les seigneurs peuvent avoir de la sympathie envers un autre groupe religieux;Herrscher können Sympathie gegenüber einer anderen Religionsgruppe gewinnen;;Los gobernantes pueden ganar simpatía hacia otro grupo religioso;;;;;;;;;x

RR_religion_unity;Unity;Unité;Einheit;;Unidad;;;;;;;;;x
RR_religion_unity_desc;For too long we have squabbled against each other while our real enemies besieged us from outside. We must stand united or disappear forever!;Pendant trop longtemps, nous se sont disputées tandis que nos vrais ennemis nous assiégeaient. Nous devons rester unis ou disparaître pour toujours !;Zu lange stritten wir, während unsere wirklichen Feine uns von außen belagerten. Wir müssen vereint bleiben oder für immer untergehen.;;Demasiado tiempo nosotros se han enfrentado entre ellas mientras nuestros verdaderos enemigos nos asediaban desde fuera. ¡Debemos permanecer unidos o desaparecer para siempre!;;;;;;;;;x
RR_tooltip_religion_feature_unity;§GFollowers of this religion gain +10 opinion towards each other§!;§GLes adeptes de cette religion ont +10 opinion l'un envers l'autre§!;§GAnhänger dieser Religion haben +10 Meinungen zueinander§!;;§GLos seguidores de esta religión tienen +10 opiniones entre ellos.§!;;;;;;;;;x

RR_religion_authority;Ruler Authority;Autorité souveraine;Herrscherautorität;;Autoridad gobernante;;;;;;;;;x
RR_religion_authority_desc;Priests are responsible for the well-being of people's souls, but in all earthly matters they should faithfully serve their lords.;Les prêtres sont responsables du bien-être de l'âme des gens, mais dans toutes les affaires terrestres, ils devraient servir fidèlement leurs seigneurs.;Priester sind für das Wohlergehen der Seelen der Menschen verantwortlich, aber in allen irdischen Angelegenheiten sollten sie ihren Herren treu dienen.;;Los sacerdotes son responsables del bienestar de las almas de las personas, pero en todos los asuntos terrenales deben servir fielmente a sus señores.;;;;;;;;;x

RR_religion_authority_feature;;Priest are obedient servants of their liege lord;Les prêtres sont des serviteurs obéissants de leur suzerain;Priester sind gehorsame Diener ihres Lehnsherrn;;Los sacerdotes son siervos obedientes de su señor;;;;;;;;;x

RR_tooltip_religion_feature_secular;§GTemple vassals have +20 opinion of their liege§!;§GLes vassaux du temple ont +20 opinion de leur liege§!;§GTempel Vasallen haben +20 Meinung über ihren Lehnsherrn§!;;§GLos vasallos del templo tienen +20 opiniones de su señor§!;;;;;;;;;x

RR_tooltip_religion_feature_templebuilders_opinion;§GTemple vassals have +10 opinion of their liege§!;§GLes vassaux du temple ont +10 opinion de leur liege§!;§GTempel Vasallen haben +10 Meinung über ihren Lehnsherrn§!;;§GLos vasallos del templo tienen +10 opiniones de su señor§!;;;;;;;;;x

RR_religion_family;Kinship;Parenté;Verwandtschaft;;Parentesco;;;;;;;;;x
RR_religion_family_desc;A family that holds together is blessed by the gods and the bedrock on which a strong society can be built.;Une famille qui tient ensemble est bénie par les dieux et constitue le fondement sur lequel une société forte peut être construite.;Eine Familie, die zusammenhält, wird von den Göttern gesegnet und ist das Fundament, auf dem eine starke Gesellschaft aufgebaut werden kann.;;Una familia que se mantiene unida es bendecida por los dioses y es la base sobre la cual se puede construir una sociedad fuerte.;;;;;;;;;x
RR_religion_family_feature;Family is very important;La famille est très importante;Familie ist sehr wichtig;;La familia es muy importante;;;;;;;;;x
RR_tooltip_religion_family;§GFollowers of this religion gain +10 dynasty opinion§!;§GLes fidèles obtiennent +10 opinion de la dynastie§!;§GAnhänger dieser Religion erhalten +10 Meinung der Dynastiemitglieder§!;;§GLos seguidores de esta religión ganan +10 opinión de la dinastía§!;;;;;;;;;x

#### BUILDING FEATURES #####

RR_religion_nature;Nature Worship;Culte de la nature;Naturanbetung;;Culto a la naturaleza;;;;;;;;;x
RR_religion_nature_desc;Nature is a sacred mother that will nurture us if we honor her properly and destroy us if we provoke her wrath.;La nature est une mère sacrée qui nous nourrira si nous l'honorons correctement et nous détruisons si nous provoquons sa colère.;Die Natur ist eine heilige Mutter, die uns nähren wird, wenn wir sie richtig ehren und uns zerstören, wenn wir ihren Zorn provozieren.;;La naturaleza es una madre sagrada que nos cuidará si la honramos adecuadamente y nos destruye si provocamos su ira.;;;;;;;;;x

RR_tooltip_religion_nature;§GSacred Groves that grant Piety to the owner of the province can be built in temples§!;§GBosquets sacrés qui accordent piété au propriétaire de la province peut être construit dans les temples§!;§GHeilige Haine, die dem Besitzer der Provinz Pietät gewähren, können in Tempeln errichtet werden§!;;§GArboledas sagradas que otorgan la piedad al propietario de la provincia se pueden construir en templos.§!;;;;;;;;;x

RR_religion_nature_feature;Sacred groves can be built in temples;Les bois sacrés peuvent être construits dans les temples;Heilige Haine können in Tempeln errichtet werden;;Arboledas sagradas se pueden construir en templos;;;;;;;;;x

RR_sacred_grove_1;Sacred Grove;Bois sacré;Heiliger Hain;;Arboledo sagrado;;;;;;;;;x
RR_sacred_grove_2;Sacred Grove;Bois sacré;Heiliger Hain;;Arboledo sagrado;;;;;;;;;x
RR_sacred_grove_3;Sacred Grove;Bois sacré;Heiliger Hain;;Arboledo sagrado;;;;;;;;;x
RR_sacred_grove_4;Sacred Grove;Bois sacré;Heiliger Hain;;Arboledo sagrado;;;;;;;;;x


RR_sacred_grove_desc;A grove of trees that have special religious importance.;Un bosquet d'arbres qui ont une importance religieuse particulière.;Ein Baumhain von besonderer religiöser Bedeutung.;;Un bosque de árboles que tienen especial importancia religiosa.;;;;;;;;;x

#### STAT BOOST FEATURES #####

RR_religion_truth;Truthfulness;Véracité;Warheit;;Veracidad;;;;;;;;;x

RR_religion_truth_desc;The pursuit of the divine begins with the pursuit of the true truth. By knowing truth we will know justice and justice will inspire us to do our duty.;La poursuite du divin commence par la recherche de la vraie vérité. En connaissant la vérité, nous saurons que la justice et la justice nous inspireront à faire notre devoir.;Die Suche nach dem Göttlichen beginnt mit der Suche nach der wahren Wahrheit. Indem wir die Wahrheit kennen, werden wir Gerechtigkeit kennen. Und Gerechtigkeit wird uns inspirieren, unsere Pflicht zu tun.;;La búsqueda de lo divino comienza con la búsqueda de la verdad verdadera. Al conocer la verdad conoceremos la justicia, y la justicia nos inspirará a cumplir con nuestro deber.;;;;;;;;;x

RR_religion_truth_feature;Followers are devoted to truthfulness;Les adeptes sont dévoués à la véracité;Anhänger sind der Wahrhaftigkeit verpflichtet;;Los seguidores se dedican a la veracidad;;;;;;;;;x

RR_tooltip_religion_feature_truth;§GFollowers can select an ambition to become honest, just, and diligent.§!;§GLes adeptes peuvent choisir l'ambition de devenir honnêtes, justes et diligents§!;§GAnhänger können einen Ehrgeiz wählen, ehrlich, gerecht und gewissenhaft zu werden§!;;§GLos seguidores pueden seleccionar una ambición para ser honestos, justos y diligentes§!;;;;;;;;;x

RR_religion_feature_templebuilders;Temple Builders;Constructeurs de temples;Tempelbauer;;Constructores de templos;;;;;;;;;x

RR_religion_feature_templebuilders_desc;In order to properly honor the gods we must build them many great temples. Only then will they be satisfied.;Afin d'honorer correctement les dieux, nous devons leur construire de nombreux grands temples. Alors seulement, ils seront satisfaits.;Um die Götter richtig zu ehren, müssen wir ihnen viele großartige Tempel bauen. Nur dann werden sie zufrieden sein.;;Para honrar adecuadamente a los dioses debemos construirles muchos templos grandes. Sólo entonces estarán satisfechos.;;;;;;;;;x

RR_religion_feature_templebuilders_feature;Temple construction cost is reduced;Le coût de construction du temple est réduit;Tempelbaukosten werden reduziert;;Se reduce el costo de construcción del templo;;;;;;;;;x

RR_tooltip_religion_feature_fertility_boost;§GFollowers of this religion gain +10% Fertility§!;§GLes fidèles obtiennent +10% de fertilité§!;§GAnhänger dieser Religion erhalten +10% Fruchtbarkeit§!;;§GSeguidores de esta religión ganan +10% de fertilidad§!;;;;;;;;;x

RR_tooltip_religion_feature_stewardship_boost;§GFollowers of this religion gain +2 base Stewardship§!;§GLes fidèles obtiennent +2 en intendance de base§!;§GAnhänger dieser Religion erhalten +2 auf ihre Grundverwaltung§!;;§GSeguidores de esta religión ganan +2 administración básico§!;;;;;;;;;x

RR_tooltip_religion_feature_cheaptemples;§GTemple construction cost is reduced by 25%§!;§GLe coût de construction du temple est réduit de 25%§!;§GDie Tempelbaukosten werden um 25% reduziert§!;;§GEl costo de construcción del templo se reduce en un 25%§!;;;;;;;;;x

RR_KEY_RELIGION;[Root.Religion.GetFullName];[Root.Religion.GetFullName];[Root.Religion.GetFullName];;[Root.Religion.GetFullName];;;;;;;;;x


#### SEXY FEATURES #####

RR_tooltip_religion_feature_polygamy2;§GHusbands can influence their wives to become more pleasing§!;§GLes maris peuvent influencer leurs épouses pour qu'elles deviennent plus agréables§!;§GEhemänner können ihre Frauen beeinflussen, um angenehmer zu werden§!;;§GLos esposos pueden influir en sus esposas para que sean más agradables.§!;;;;;;;;;x

RR_religion_feature_concubines;Consorts;Consorts;Gefährten;;Consortes;;;;;;;;;x
RR_religion_feature_concubines_desc;Rulers should have the right to take consorts in addition to their spouse.;Les dirigeants devraient avoir le droit de prendre des consorts en plus de leur conjoint.;Herrscher sollten das Recht haben, zusätzlich zu ihrem Ehepartner eine Gefährtin zu nehmen.;;Los gobernantes deben tener el derecho de tomar consortes además de su cónyuge.;;;;;;;;;x
RR_tooltip_religion_feature_concubines;§GRulers can take consorts.§!;§GLes dirigeants peuvent prendre des consorts.§!;§GHerrscher können Konsorten nehmen.§!;;§GLos gobernantes pueden tomar consortes.§!;;;;;;;;;x


RR_religion_sexual;Free Love;Amour libre;Freie Liebe;;Amor libre;;;;;;;;;x

RR_religion_sexual_desc;Love is a gift from the gods and should be given freely and generously.;L'amour est un cadeau des dieux et doit être donné librement et généreusement.;Liebe ist ein Geschenk der Götter und sollte frei und großzügig gegeben werden.;;El amor es un regalo de los dioses y se debe dar libre y generosamente.;;;;;;;;;x

RR_religion_sexual_feature;Followers are usually lustful;Les fidèles sont généralement lubriques;Anhänger sind üblich lüstern;;Los seguidores suelen ser lujuriosos;;;;;;;;;x

RR_tooltip_religion_sexual;§GFollowers of this religion can choose to become lustful (right-click your character's portrait to use the decision)§!;§GLes fidèles euvent choisir de devenir lascifs (faites un clic droit sur votre portrait pour utiliser la décision)§!;§GAnhänger dieser Religion können sich dafür entscheiden, lüstern zu werden (klicken Sie mit der rechten Maustaste auf Ihr Porträt, um die Entscheidung zu verwenden)§!;;§GLos seguidores de esta religión pueden optar por volverse lujuriosos (haga clic derecho en su retrato para usar la decisión)§!;;;;;;;;;x

RR_religion_sexual_decision;Embrace Free Love;Amour libre;Freie Liebe;;Amor libre;;;;;;;;;x
RR_religion_sexual_decision_desc;The gods want us to follow our passion.;Les dieux veulent que nous suivions notre passion.;Die Götter wollen, dass wir unserer Leidenschaft folgen.;;Los dioses quieren que sigamos nuestra pasión.;;;;;;;;;x

RR_religion_sexual_decision_self;Embrace Free Love;Accepter l'amour libre;Freie Liebe anerkenen;;Aceptar el amor libre;;;;;;;;;x
RR_religion_sexual_decision_self_desc;The gods want us to follow our passion. And so I shall.;Les dieux veulent que nous suivions notre passion. Et je le ferai.;Die Götter wollen, dass wir unserer Leidenschaft folgen. Und so werde ich.;;Los dioses quieren que sigamos nuestra pasión. Y así lo haré.;;;;;;;;;x

#### BUFF FEATURES #####

RR_religion_joy;Joy of Life;Joie de vie;Lebensfreude;;Alegría de la vida;;;;;;;;;x
RR_religion_joy_desc;The gods have given us one short life on earth and we must live it to it's fullest.;Les dieux nous ont donné une courte vie sur terre et nous devons en profiter au maximum.;Die Götter haben uns ein kurzes Leben auf der Erde gegeben, und wir müssen es so viel wie möglich genießen.;;Los dioses nos han dado una vida corta en la tierra y debemos disfrutarla lo más posible.;;;;;;;;;x

RR_religion_joy_feature;Followers enjoy the pleasures of life;Les fidèles profitent des plaisirs de la vie;Anhänger genießen die Freuden des Lebens;;Los seguidores disfrutan de los placeres de la vida.;;;;;;;;;x

RR_tooltip_religion_joy;§GFollowers of this religion can overcome stress and depression through drink, food, and companionship§!;§GLes fidèles peuvent surmonter le stress et la dépression grâce à la boisson, à la nourriture et à la compagnie§!;§GAnhänger dieser Religion können Stress und Depression durch Trinken, Essen und Gesellschaft überwinden§!;;§GLos seguidores de esta religión pueden superar el estrés y la depresión a través de la bebida, la comida y la compañía§!;;;;;;;;;x

RR_religion_joy_decision;Enjoy Life;Profiter de la vie;Das Leben genießen;;Disfrutando de la vida;;;;;;;;;x

RR_religion_joy_decision_desc;The gods have given us one short life on earth and we must live it to it's fullest.;Les dieux nous ont donné une courte vie sur terre et nous devons en profiter au maximum.;Die Götter haben uns ein kurzes Leben auf der Erde gegeben, und wir müssen es so viel wie möglich genießen.;;Los dioses nos han dado una vida corta en la tierra y debemos disfrutarla lo más posible.;;;;;;;;;x

RR_religion_joy_decision_custom_tooltip;[Root.GetBestName] spends some quality time with friends, with family, or with food and drink in order to overcome stress or depression.;[Root.GetBestName] passe du temps de qualité avec des amis, en famille, ou avec des aliments et des boissons afin de surmonter le stress ou la dépression.;[Root.GetBestName] verbringt einige Zeit mit Freunden, der Familie oder mit Speisen und Getränken um Stress oder Depressionen zu überwinden.;;[Root.GetBestName] pasa tiempo de calidad con amigos, con la familia o con comida y bebida para superar el estrés o la depresión..;;;;;;;;;x

EVTDESC_joy;The gods allegedly want us all to be happy, but I for one certainly haven't felt very happy for some time now. Perhaps there is something I can do about it?;Les dieux voudraient que nous soyons tous heureux, mais je ne me suis certainement pas senti très heureux depuis un moment. Peut-être que je peux faire quelque chose à ce sujet?;Die Götter wollen angeblich, dass wir alle glücklich sind, aber ich habe mich seit einiger Zeit sicher nicht sehr glücklich gefühlt. Vielleicht kann ich etwas dagegen tun?;;Los dioses supuestamente quieren que todos seamos felices, pero yo, desde luego, no me he sentido muy feliz por un tiempo. Tal vez hay algo que pueda hacer al respecto?;;;;;;;;;x

RR_modifier_joy;Joy of Life;Joie de vie;Lebensfreude;;Alegría de la vida;;;;;;;;;x
RR_modifier_joy_family;Joy of family;Joie de la familie;Familienfreude;;Alegría de la familia;;;;;;;;;x
RR_modifier_joy_friends;Joy of Friendship;Joie de l'amitié;Freundschaftsfreude;;Alegría de amistad;;;;;;;;;x

EVTOPT_joy_party1;I will drink away my troubles.;Je vais boire mes ennuis.;Ich werde meine Sorgen wegtrinken.;;Me quitaré mis problemas.;;;;;;;;;x

EVTOPT_joy_party;I will eat, drink, and be merry!;Je vais manger, boire et être joyeux!;Ich werde essen, trinken und fröhlich sein!;;¡Comeré, beberé, y seré feliz!;;;;;;;;;x

EVTOPT_joy_family;I will spend some time with my dearest relatives.;Je vais passer du temps avec mes plus chers parents.;Ich werde einige Zeit mit meinen geliebten Verwandten verbringen.;;Pasaré algún tiempo con mis parientes más queridos.;;;;;;;;;x

EVTOPT_joy_friends;I will spend some time with my best friends.;Je vais passer du temps avec mes meilleurs amis.;Ich werde einige Zeit mit meinen besten Freunden verbringen.;;Pasaré un tiempo con mis mejores amigos.;;;;;;;;;x

EVTOPT_joy_nature;I will go for a nice long walk in the wilderness.;Je vais faire une longue promenade dans le désert.;Ich werde einen schönen langen Spaziergang in der Wildnis machen.;;Voy a dar un largo paseo por el desierto.;;;;;;;;;x

obj_RR_truth;Understand Divine Truth;Comprendre la vérité divine;Die göttliche Wahrheit verstehen;;Entender la verdad divina;;;;;;;;;x
obj_RR_truth_title;Understand the Divine Truth;Comprendre la vérité divine;Die göttliche Wahrheit verstehen;;Entender la verdad divina;;;;;;;;;x
obj_RR_truth_desc;[Root.GetTitledFirstName] wants to understand the nature of truth and the divine.;[Root.GetTitledFirstName] veut comprendre la nature de la vérité et du divin;[Root.GetTitledFirstName] will die Natur der Wahrheit und des Göttlichen verstehen.;;[Root.GetTitledFirstName] quiere entender la naturaleza de la verdad y lo divino;;;;;;;;;x

EVTDESC_RR_truth_honest;What is truth? That is a question that has lately been on your mind. Are there as many truths as there are people or is there only one single truth, the truth of [Root.Religion.GetHighGodName]? The priests would certainly have you believe that. According to them to deny truth is to deny the divine. And that would be a terrible thing.;Qu'est-ce que la vérité ? C'est une question qui vous préoccupe depuis quelque temps. Y a-t-il autant de vérités qu'il y a de personnes ou n'y a-t-il qu'une seule vérité, la vérité de [Root.Religion.GetHighGodName] ? Les prêtres voudraient certainement que vous le croyiez. Selon eux, nier la vérité, c'est nier le divin. Et ce serait une chose terrible.;Was ist Wahrheit? Das ist eine Frage, an die Sie in letzter Zeit gedacht haben. Gibt es so viele Wahrheiten wie es Menschen gibt oder gibt es nur eine einzige Wahrheit, die Wahrheit von [Root.Religion.GetHighGodName]? Die Priester würden sicherlich wollen, dass Sie das glauben. Nach ihnen ist es, die Wahrheit zu leugnen, das Göttliche zu leugnen. Und das wäre eine schreckliche Sache.;;¿Qué es la verdad? Esa es una pregunta que últimamente ha estado en su mente. ¿Hay tantas verdades como personas o hay una sola verdad, la verdad de [Root.Religion.GetHighGodName]? A los sacerdotes les gustaría que creyeras eso. Según ellos, negar la verdad es negar lo divino. Y eso sería algo terrible.;;;;;;;;;x
EVTOPT_RR_truth_honest;I should speak the truth more often.;Je devrais dire la vérité plus souvent.;Ich sollte die Wahrheit öfter sagen.;;Debería decir la verdad más a menudo.;;;;;;;;;x

EVTDESC_RR_truth_just;There is only one truth, the truth of [Root.Religion.GetHighGodName]. By accepting this we accept the will of the divine. And by speaking the truth we learn to distinguish right from wrong. Acting unjustly is very much like lying. It is the denial of truth through action instead of denial of truth through words.;Il n'y a qu'une seule vérité, la vérité de [Root.Religion.GetHighGodName]. En acceptant cela, nous acceptons la volonté du divin. Et en disant la vérité, nous apprenons à distinguer le bien du mal. Agir injustement, c'est comme mentir. C'est le déni de la vérité par l'action au lieu du déni de la vérité par les mots.;Es gibt nur eine Wahrheit, die Wahrheit von [Root.Religion.GetHighGodName]. Indem wir dies annehmen, akzeptieren wir den Willen des Göttlichen. Und indem wir die Wahrheit sagen, lernen wir, richtig von falsch zu unterscheiden. Unrecht zu handeln ist sehr ähnlich wie zu lügen. Es ist die Verleugnung der Wahrheit durch Handeln statt der Verleugnung der Wahrheit durch Worte.;;Sólo hay una verdad, la verdad de [Root.Religion.GetHighGodName]. Al aceptar esto aceptamos la voluntad de lo divino. Y al decir la verdad aprendemos a distinguir el bien del mal. Actuar injustamente es muy parecido a mentir. Es la negación de la verdad a través de la acción en lugar de la negación de la verdad a través de las palabras.;;;;;;;;;x
